"cidr","hostmin","hostmax","vendor"
"3.0.0.0/15","3.0.0.0","3.1.255.255","AWS"
"3.0.5.32/29","3.0.5.32","3.0.5.39","AWS"
"3.0.5.224/27","3.0.5.224","3.0.5.255","AWS"
"3.2.0.0/24","3.2.0.0","3.2.0.255","AWS"
"3.2.2.0/24","3.2.2.0","3.2.2.255","AWS"
"3.2.3.0/24","3.2.3.0","3.2.3.255","AWS"
"3.2.8.0/21","3.2.8.0","3.2.15.255","AWS"
"3.2.32.0/26","3.2.32.0","3.2.32.63","AWS"
"3.2.32.64/26","3.2.32.64","3.2.32.127","AWS"
"3.2.32.128/26","3.2.32.128","3.2.32.191","AWS"
"3.2.32.192/26","3.2.32.192","3.2.32.255","AWS"
"3.2.33.64/26","3.2.33.64","3.2.33.127","AWS"
"3.2.33.128/26","3.2.33.128","3.2.33.191","AWS"
"3.2.33.192/26","3.2.33.192","3.2.33.255","AWS"
"3.2.34.0/26","3.2.34.0","3.2.34.63","AWS"
"3.2.34.128/26","3.2.34.128","3.2.34.191","AWS"
"3.2.34.192/26","3.2.34.192","3.2.34.255","AWS"
"3.2.35.0/26","3.2.35.0","3.2.35.63","AWS"
"3.2.35.64/26","3.2.35.64","3.2.35.127","AWS"
"3.2.35.128/26","3.2.35.128","3.2.35.191","AWS"
"3.2.35.192/26","3.2.35.192","3.2.35.255","AWS"
"3.2.36.0/25","3.2.36.0","3.2.36.127","AWS"
"3.2.37.0/26","3.2.37.0","3.2.37.63","AWS"
"3.2.37.128/26","3.2.37.128","3.2.37.191","AWS"
"3.2.37.192/26","3.2.37.192","3.2.37.255","AWS"
"3.2.38.0/26","3.2.38.0","3.2.38.63","AWS"
"3.2.38.128/26","3.2.38.128","3.2.38.191","AWS"
"3.2.38.192/26","3.2.38.192","3.2.38.255","AWS"
"3.2.39.0/26","3.2.39.0","3.2.39.63","AWS"
"3.2.39.64/26","3.2.39.64","3.2.39.127","AWS"
"3.2.39.128/26","3.2.39.128","3.2.39.191","AWS"
"3.2.40.0/25","3.2.40.0","3.2.40.127","AWS"
"3.2.41.0/26","3.2.41.0","3.2.41.63","AWS"
"3.2.41.64/26","3.2.41.64","3.2.41.127","AWS"
"3.2.41.128/26","3.2.41.128","3.2.41.191","AWS"
"3.2.41.192/26","3.2.41.192","3.2.41.255","AWS"
"3.2.42.0/26","3.2.42.0","3.2.42.63","AWS"
"3.2.42.64/26","3.2.42.64","3.2.42.127","AWS"
"3.2.42.192/26","3.2.42.192","3.2.42.255","AWS"
"3.2.43.0/26","3.2.43.0","3.2.43.63","AWS"
"3.2.43.64/26","3.2.43.64","3.2.43.127","AWS"
"3.2.47.0/25","3.2.47.0","3.2.47.127","AWS"
"3.2.47.192/26","3.2.47.192","3.2.47.255","AWS"
"3.2.48.0/24","3.2.48.0","3.2.48.255","AWS"
"3.2.49.0/24","3.2.49.0","3.2.49.255","AWS"
"3.2.50.0/24","3.2.50.0","3.2.50.255","AWS"
"3.2.51.0/24","3.2.51.0","3.2.51.255","AWS"
"3.3.0.0/23","3.3.0.0","3.3.1.255","AWS"
"3.3.2.0/24","3.3.2.0","3.3.2.255","AWS"
"3.3.5.0/24","3.3.5.0","3.3.5.255","AWS"
"3.3.6.0/23","3.3.6.0","3.3.7.255","AWS"
"3.3.8.0/21","3.3.8.0","3.3.15.255","AWS"
"3.3.16.0/21","3.3.16.0","3.3.23.255","AWS"
"3.3.24.0/22","3.3.24.0","3.3.27.255","AWS"
"3.3.28.0/22","3.3.28.0","3.3.31.255","AWS"
"3.4.0.0/24","3.4.0.0","3.4.0.255","AWS"
"3.4.1.0/24","3.4.1.0","3.4.1.255","AWS"
"3.4.2.0/24","3.4.2.0","3.4.2.255","AWS"
"3.4.3.0/24","3.4.3.0","3.4.3.255","AWS"
"3.4.4.0/24","3.4.4.0","3.4.4.255","AWS"
"3.4.6.0/24","3.4.6.0","3.4.6.255","AWS"
"3.4.7.0/24","3.4.7.0","3.4.7.255","AWS"
"3.4.8.0/24","3.4.8.0","3.4.8.255","AWS"
"3.4.9.0/24","3.4.9.0","3.4.9.255","AWS"
"3.4.10.0/24","3.4.10.0","3.4.10.255","AWS"
"3.4.16.0/21","3.4.16.0","3.4.23.255","AWS"
"3.4.24.0/21","3.4.24.0","3.4.31.255","AWS"
"3.4.32.0/20","3.4.32.0","3.4.47.255","AWS"
"3.5.0.0/19","3.5.0.0","3.5.31.255","AWS"
"3.5.32.0/22","3.5.32.0","3.5.35.255","AWS"
"3.5.36.0/22","3.5.36.0","3.5.39.255","AWS"
"3.5.40.0/22","3.5.40.0","3.5.43.255","AWS"
"3.5.44.0/22","3.5.44.0","3.5.47.255","AWS"
"3.5.48.0/22","3.5.48.0","3.5.51.255","AWS"
"3.5.52.0/22","3.5.52.0","3.5.55.255","AWS"
"3.5.56.0/22","3.5.56.0","3.5.59.255","AWS"
"3.5.64.0/21","3.5.64.0","3.5.71.255","AWS"
"3.5.72.0/23","3.5.72.0","3.5.73.255","AWS"
"3.5.76.0/22","3.5.76.0","3.5.79.255","AWS"
"3.5.80.0/21","3.5.80.0","3.5.87.255","AWS"
"3.5.128.0/22","3.5.128.0","3.5.131.255","AWS"
"3.5.132.0/23","3.5.132.0","3.5.133.255","AWS"
"3.5.134.0/23","3.5.134.0","3.5.135.255","AWS"
"3.5.136.0/22","3.5.136.0","3.5.139.255","AWS"
"3.5.140.0/22","3.5.140.0","3.5.143.255","AWS"
"3.5.144.0/23","3.5.144.0","3.5.145.255","AWS"
"3.5.146.0/23","3.5.146.0","3.5.147.255","AWS"
"3.5.148.0/22","3.5.148.0","3.5.151.255","AWS"
"3.5.152.0/21","3.5.152.0","3.5.159.255","AWS"
"3.5.160.0/22","3.5.160.0","3.5.163.255","AWS"
"3.5.164.0/22","3.5.164.0","3.5.167.255","AWS"
"3.5.168.0/23","3.5.168.0","3.5.169.255","AWS"
"3.5.172.0/22","3.5.172.0","3.5.175.255","AWS"
"3.5.208.0/22","3.5.208.0","3.5.211.255","AWS"
"3.5.212.0/23","3.5.212.0","3.5.213.255","AWS"
"3.5.216.0/22","3.5.216.0","3.5.219.255","AWS"
"3.5.220.0/22","3.5.220.0","3.5.223.255","AWS"
"3.5.224.0/22","3.5.224.0","3.5.227.255","AWS"
"3.5.228.0/22","3.5.228.0","3.5.231.255","AWS"
"3.5.232.0/22","3.5.232.0","3.5.235.255","AWS"
"3.5.236.0/22","3.5.236.0","3.5.239.255","AWS"
"3.5.240.0/22","3.5.240.0","3.5.243.255","AWS"
"3.5.244.0/22","3.5.244.0","3.5.247.255","AWS"
"3.5.248.0/22","3.5.248.0","3.5.251.255","AWS"
"3.5.252.0/22","3.5.252.0","3.5.255.255","AWS"
"3.6.0.0/15","3.6.0.0","3.7.255.255","AWS"
"3.6.70.76/30","3.6.70.76","3.6.70.79","AWS"
"3.6.70.128/26","3.6.70.128","3.6.70.191","AWS"
"3.7.10.0/23","3.7.10.0","3.7.11.255","AWS"
"3.7.25.48/30","3.7.25.48","3.7.25.51","AWS"
"3.8.0.0/14","3.8.0.0","3.11.255.255","AWS"
"3.8.37.24/29","3.8.37.24","3.8.37.31","AWS"
"3.8.37.96/27","3.8.37.96","3.8.37.127","AWS"
"3.8.168.0/23","3.8.168.0","3.8.169.255","AWS"
"3.9.41.0/27","3.9.41.0","3.9.41.31","AWS"
"3.9.41.32/27","3.9.41.32","3.9.41.63","AWS"
"3.9.41.64/27","3.9.41.64","3.9.41.95","AWS"
"3.9.94.0/24","3.9.94.0","3.9.94.255","AWS"
"3.9.159.64/30","3.9.159.64","3.9.159.67","AWS"
"3.9.159.68/30","3.9.159.68","3.9.159.71","AWS"
"3.9.159.72/30","3.9.159.72","3.9.159.75","AWS"
"3.10.17.0/25","3.10.17.0","3.10.17.127","AWS"
"3.10.17.128/25","3.10.17.128","3.10.17.255","AWS"
"3.10.127.32/27","3.10.127.32","3.10.127.63","AWS"
"3.10.201.64/27","3.10.201.64","3.10.201.95","AWS"
"3.10.201.128/27","3.10.201.128","3.10.201.159","AWS"
"3.10.201.192/26","3.10.201.192","3.10.201.255","AWS"
"3.11.53.0/24","3.11.53.0","3.11.53.255","AWS"
"3.12.0.0/16","3.12.0.0","3.12.255.255","AWS"
"3.12.23.88/30","3.12.23.88","3.12.23.91","AWS"
"3.12.23.92/30","3.12.23.92","3.12.23.95","AWS"
"3.12.23.128/26","3.12.23.128","3.12.23.191","AWS"
"3.12.216.0/22","3.12.216.0","3.12.219.255","AWS"
"3.13.0.0/16","3.13.0.0","3.13.255.255","AWS"
"3.14.0.0/15","3.14.0.0","3.15.255.255","AWS"
"3.15.35.0/24","3.15.35.0","3.15.35.255","AWS"
"3.15.36.0/26","3.15.36.0","3.15.36.63","AWS"
"3.15.36.64/26","3.15.36.64","3.15.36.127","AWS"
"3.16.0.0/14","3.16.0.0","3.19.255.255","AWS"
"3.16.146.0/29","3.16.146.0","3.16.146.7","AWS"
"3.17.136.0/23","3.17.136.0","3.17.137.255","AWS"
"3.18.132.0/26","3.18.132.0","3.18.132.63","AWS"
"3.18.132.64/26","3.18.132.64","3.18.132.127","AWS"
"3.19.147.0/25","3.19.147.0","3.19.147.127","AWS"
"3.19.147.128/25","3.19.147.128","3.19.147.255","AWS"
"3.20.0.0/14","3.20.0.0","3.23.255.255","AWS"
"3.21.86.0/23","3.21.86.0","3.21.87.255","AWS"
"3.24.0.0/14","3.24.0.0","3.27.255.255","AWS"
"3.24.1.208/28","3.24.1.208","3.24.1.223","AWS"
"3.24.227.192/26","3.24.227.192","3.24.227.255","AWS"
"3.25.37.64/26","3.25.37.64","3.25.37.127","AWS"
"3.25.37.128/25","3.25.37.128","3.25.37.255","AWS"
"3.25.38.0/23","3.25.38.0","3.25.39.255","AWS"
"3.25.40.0/24","3.25.40.0","3.25.40.255","AWS"
"3.25.43.0/24","3.25.43.0","3.25.43.255","AWS"
"3.25.44.0/23","3.25.44.0","3.25.45.255","AWS"
"3.25.47.28/30","3.25.47.28","3.25.47.31","AWS"
"3.25.47.32/30","3.25.47.32","3.25.47.35","AWS"
"3.25.138.0/26","3.25.138.0","3.25.138.63","AWS"
"3.25.138.64/26","3.25.138.64","3.25.138.127","AWS"
"3.25.178.128/26","3.25.178.128","3.25.178.191","AWS"
"3.25.248.0/22","3.25.248.0","3.25.251.255","AWS"
"3.26.58.224/27","3.26.58.224","3.26.58.255","AWS"
"3.26.81.0/27","3.26.81.0","3.26.81.31","AWS"
"3.26.81.32/27","3.26.81.32","3.26.81.63","AWS"
"3.26.82.236/30","3.26.82.236","3.26.82.239","AWS"
"3.26.82.240/29","3.26.82.240","3.26.82.247","AWS"
"3.26.83.0/24","3.26.83.0","3.26.83.255","AWS"
"3.26.84.0/23","3.26.84.0","3.26.85.255","AWS"
"3.26.86.0/23","3.26.86.0","3.26.87.255","AWS"
"3.26.88.0/28","3.26.88.0","3.26.88.15","AWS"
"3.26.88.16/28","3.26.88.16","3.26.88.31","AWS"
"3.26.109.216/30","3.26.109.216","3.26.109.219","AWS"
"3.26.127.24/29","3.26.127.24","3.26.127.31","AWS"
"3.26.137.0/24","3.26.137.0","3.26.137.255","AWS"
"3.26.138.0/23","3.26.138.0","3.26.139.255","AWS"
"3.26.140.64/26","3.26.140.64","3.26.140.127","AWS"
"3.26.246.0/23","3.26.246.0","3.26.247.255","AWS"
"3.26.248.0/22","3.26.248.0","3.26.251.255","AWS"
"3.27.127.176/29","3.27.127.176","3.27.127.183","AWS"
"3.27.127.184/29","3.27.127.184","3.27.127.191","AWS"
"3.27.176.0/22","3.27.176.0","3.27.179.255","AWS"
"3.28.0.0/15","3.28.0.0","3.29.255.255","AWS"
"3.28.63.128/26","3.28.63.128","3.28.63.191","AWS"
"3.28.63.192/26","3.28.63.192","3.28.63.255","AWS"
"3.28.65.0/26","3.28.65.0","3.28.65.63","AWS"
"3.28.70.48/28","3.28.70.48","3.28.70.63","AWS"
"3.28.70.96/28","3.28.70.96","3.28.70.111","AWS"
"3.28.70.112/28","3.28.70.112","3.28.70.127","AWS"
"3.28.72.0/23","3.28.72.0","3.28.73.255","AWS"
"3.28.211.128/25","3.28.211.128","3.28.211.255","AWS"
"3.28.229.0/24","3.28.229.0","3.28.229.255","AWS"
"3.28.255.80/28","3.28.255.80","3.28.255.95","AWS"
"3.28.255.128/25","3.28.255.128","3.28.255.255","AWS"
"3.29.3.128/25","3.29.3.128","3.29.3.255","AWS"
"3.29.17.0/25","3.29.17.0","3.29.17.127","AWS"
"3.29.17.128/25","3.29.17.128","3.29.17.255","AWS"
"3.29.40.64/26","3.29.40.64","3.29.40.127","AWS"
"3.29.40.128/26","3.29.40.128","3.29.40.191","AWS"
"3.29.40.192/26","3.29.40.192","3.29.40.255","AWS"
"3.29.57.0/26","3.29.57.0","3.29.57.63","AWS"
"3.29.156.0/22","3.29.156.0","3.29.159.255","AWS"
"3.29.160.0/23","3.29.160.0","3.29.161.255","AWS"
"3.30.0.0/15","3.30.0.0","3.31.255.255","AWS"
"3.30.40.84/30","3.30.40.84","3.30.40.87","AWS"
"3.30.98.64/26","3.30.98.64","3.30.98.127","AWS"
"3.30.98.128/26","3.30.98.128","3.30.98.191","AWS"
"3.30.129.0/24","3.30.129.0","3.30.129.255","AWS"
"3.30.130.0/23","3.30.130.0","3.30.131.255","AWS"
"3.30.204.0/24","3.30.204.0","3.30.204.255","AWS"
"3.32.0.0/16","3.32.0.0","3.32.255.255","AWS"
"3.32.139.0/24","3.32.139.0","3.32.139.255","AWS"
"3.32.190.0/25","3.32.190.0","3.32.190.127","AWS"
"3.32.190.244/30","3.32.190.244","3.32.190.247","AWS"
"3.32.190.248/29","3.32.190.248","3.32.190.255","AWS"
"3.33.34.0/24","3.33.34.0","3.33.34.255","AWS"
"3.33.35.0/24","3.33.35.0","3.33.35.255","AWS"
"3.33.42.0/24","3.33.42.0","3.33.42.255","AWS"
"3.33.43.0/24","3.33.43.0","3.33.43.255","AWS"
"3.33.44.0/22","3.33.44.0","3.33.47.255","AWS"
"3.33.128.0/17","3.33.128.0","3.33.255.255","AWS"
"3.34.0.0/15","3.34.0.0","3.35.255.255","AWS"
"3.34.37.0/24","3.34.37.0","3.34.37.255","AWS"
"3.34.38.0/23","3.34.38.0","3.34.39.255","AWS"
"3.34.89.64/26","3.34.89.64","3.34.89.127","AWS"
"3.34.89.192/30","3.34.89.192","3.34.89.195","AWS"
"3.34.89.196/30","3.34.89.196","3.34.89.199","AWS"
"3.34.101.192/26","3.34.101.192","3.34.101.255","AWS"
"3.34.228.0/26","3.34.228.0","3.34.228.63","AWS"
"3.34.228.64/26","3.34.228.64","3.34.228.127","AWS"
"3.35.130.128/25","3.35.130.128","3.35.130.255","AWS"
"3.35.160.0/22","3.35.160.0","3.35.163.255","AWS"
"3.36.0.0/14","3.36.0.0","3.39.255.255","AWS"
"3.36.3.96/27","3.36.3.96","3.36.3.127","AWS"
"3.36.3.160/28","3.36.3.160","3.36.3.175","AWS"
"3.36.3.192/27","3.36.3.192","3.36.3.223","AWS"
"3.36.3.224/27","3.36.3.224","3.36.3.255","AWS"
"3.36.167.28/30","3.36.167.28","3.36.167.31","AWS"
"3.36.167.48/29","3.36.167.48","3.36.167.55","AWS"
"3.36.167.64/28","3.36.167.64","3.36.167.79","AWS"
"3.36.167.80/28","3.36.167.80","3.36.167.95","AWS"
"3.36.167.128/25","3.36.167.128","3.36.167.255","AWS"
"3.36.190.0/23","3.36.190.0","3.36.191.255","AWS"
"3.36.192.0/23","3.36.192.0","3.36.193.255","AWS"
"3.36.194.0/23","3.36.194.0","3.36.195.255","AWS"
"3.36.202.0/25","3.36.202.0","3.36.202.127","AWS"
"3.36.245.204/30","3.36.245.204","3.36.245.207","AWS"
"3.36.245.232/30","3.36.245.232","3.36.245.235","AWS"
"3.38.90.8/29","3.38.90.8","3.38.90.15","AWS"
"3.38.131.192/26","3.38.131.192","3.38.131.255","AWS"
